ISO	Country	Subject Descriptor	Units	Scale	Country/Series-specific Notes	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	Estimates Start After
IND	India	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. The original data is in fiscal years, which begins in April and ends in March, to match with authorities' reporting methods. Latest actual data: 2016/17. Official data for the latest year are revised estimates. Data available on quarter-by-quarter basis. National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: April/March Base year: 2011/12. The base year is by Fiscal Year, which is April to March (e.g. FY2004: April 2004 ? March 2005). Growth rates of real GDP calculated from 1998 to 2011 are as per national accounts with base year 2004/05, and thereafter are as per national accounts with base year 2011/12 Chain-weighted: No Primary domestic currency: Indian rupee Data last updated: 09/2017	1,496.419	1,758.055	1,966.437	2,290.214	2,566.109	2,895.239	3,239.491	3,682.107	4,368.927	5,019.282	5,862.124	6,738.745	7,745.450	8,913.546	10,455.905	12,267.249	14,192.768	15,723.936	18,033.777	20,231.296	21,774.127	23,558.452	25,363.266	28,415.026	32,422.104	36,933.688	42,947.059	49,870.896	56,300.600	64,778.300	77,841.200	87,363.300	99,440.100	112,335.200	124,451.300	136,820.400	151,837.100	167,184.181	187,092.763	210,456.907	236,770.721	266,569.656	300,223.330	2017
IND	India	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	189.438	196.535	203.537	222.049	215.556	237.618	252.751	283.750	299.645	300.187	326.608	274.842	293.262	284.194	333.014	366.600	399.791	423.189	428.767	466.841	476.636	493.934	523.768	618.369	721.589	834.218	949.118	1,238.700	1,224.096	1,365.373	1,708.460	1,823.052	1,827.637	1,856.721	2,035.393	2,089.867	2,263.792	2,439.008	2,654.165	2,926.243	3,224.870	3,556.575	3,923.762	2017
IDN	Indonesia	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Accessed via Haver Data. Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. National account SNA 2008 was recently released in 2015 and the authorities publish data from 2010 only. Whenever applicable, the desks use spliced series from Haver for data prior 2010. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: Indonesian rupiah Data last updated: 09/2017	62,257.713	70,029.203	75,268.725	93,789.900	109,999.800	118,901.200	129,820.300	156,517.900	180,840.100	216,981.600	254,781.000	301,434.900	341,591.600	398,454.600	461,820.400	549,170.800	643,480.000	758,418.500	1,154,797.600	1,328,760.700	1,511,556.600	1,790,590.700	1,981,482.200	2,190,134.700	2,497,011.500	3,017,393.800	3,631,835.300	4,297,113.400	5,414,841.900	6,011,375.000	6,864,133.100	7,831,726.000	8,615,704.500	9,546,134.000	10,569,705.300	11,531,716.900	12,406,809.800	13,504,874.715	14,776,167.651	16,173,141.228	17,703,109.836	19,350,229.327	21,130,314.854	2016
IDN	Indonesia	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	99.296	110.848	113.799	103.149	107.218	107.062	101.220	95.214	107.279	122.582	138.258	154.558	168.280	190.913	213.727	244.227	274.722	260.680	115.323	169.158	179.482	174.507	212.807	255.428	279.556	310.815	396.293	470.144	558.582	577.539	755.256	892.590	919.002	916.646	891.051	861.143	932.448	1,010.937	1,092.138	1,179.913	1,290.836	1,433.460	1,580.088	2016
IRN	Islamic Republic of Iran	Gross domestic product, current prices	National currency	Billions	Source: Central Bank Latest actual data: 2015/16 Notes: GDP in current prices in U.S. dollars is calculated by using the official exchange rate of the Central Bank of Iran (CBI), except for the years 2011- 2015 when the applicable exchange rate is a weighted average of the CBI official exchange rate and the parallel market exchange rate. National accounts manual used: System of National Accounts (SNA) 1993. n.a. GDP valuation: Market prices. Data refer to fiscal years Start/end months of reporting year: April/March. n.a. Base year: 2011/12. 2011/12=100 Chain-weighted: No Primary domestic currency: Iranian rial Data last updated: 08/2017	6,707.987	8,099.637	10,663.794	13,459.656	14,607.935	15,450.499	15,727.930	19,166.591	21,890.192	27,044.786	38,135.692	54,619.102	72,314.372	108,009.404	143,722.172	203,044.948	277,030.082	325,761.629	365,230.527	484,966.691	640,391.269	752,870.146	1,030,350.111	1,266,392.519	1,593,493.699	2,006,344.483	2,420,951.982	3,149,948.761	3,764,930.328	3,935,517.855	4,783,769.546	6,364,368.558	7,283,991.299	9,842,618.652	11,260,089.218	11,129,032.803	12,722,849.000	14,521,684.660	16,420,351.122	18,681,451.280	21,340,569.296	24,183,499.379	27,540,659.728	2016
IRN	Islamic Republic of Iran	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	93.296	100.721	126.074	154.074	158.480	177.575	206.833	275.119	314.590	375.448	571.821	300.023	49.196	64.750	82.127	116.026	157.889	185.619	208.109	276.334	364.895	331.795	129.373	152.740	182.558	222.155	263.168	339.573	392.759	396.681	462.410	577.214	389.199	396.408	423.409	375.404	404.447	427.666	398.432	424.998	455.646	485.645	520.970	2016
IRQ	Iraq	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2014. Latest actual data available through Q2 2014. National accounts manual used: 1968 SNA. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007. Base year rebased from 1988 to 2007 in end-2014. Chain-weighted: No Primary domestic currency: Iraqi dinar  Data last updated: 08/2017	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	16,959.343	36,382.339	49,904.216	36,527.727	37,123.490	29,989.133	53,235.359	73,533.599	95,587.955	111,455.813	157,026.062	130,642.187	162,064.566	217,327.107	254,225.491	273,587.529	273,603.020	209,690.977	202,653.601	227,723.726	239,853.451	250,979.534	265,762.674	283,126.638	302,770.838	2014
IRQ	Iraq	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	10.469	18.449	25.857	18.936	18.970	15.800	36.642	50.065	65.144	88.833	131.614	111.660	138.517	185.750	218.032	234.638	234.651	179.838	171.716	192.660	202.922	212.335	224.842	239.532	256.151	2014
IRL	Ireland	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office. Central Statistical Office of Ireland (CSO) Latest actual data: 2016 Notes: Prior to 1995 Real GDP is calculated using implied growth rates and excludes services produced by financial intermediaries (FISIM). National accounts manual used: European System of Accounts (ESA) 2010. The revision of NAs in accordance with ESA 2010 starts in 1997. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015. Base year changes every year. Chain-weighted: Yes, from 1995 Primary domestic currency: Euro Data last updated: 08/2017	13.204	16.022	19.007	20.950	23.201	25.203	26.846	28.691	30.649	33.999	36.863	38.355	40.852	43.999	47.291	54.777	60.166	69.321	80.303	92.600	108.341	121.927	135.926	145.517	156.138	170.174	185.056	197.262	187.820	170.126	167.562	171.869	175.406	180.006	194.185	261.567	275.102	288.750	303.615	318.606	334.441	350.927	368.034	2016
IRL	Ireland	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	21.401	20.400	21.288	20.595	19.864	21.152	28.363	33.626	36.838	37.995	48.148	48.801	54.864	50.838	55.784	69.186	75.844	82.873	90.169	98.787	100.109	109.201	128.371	164.555	194.127	211.995	232.365	270.374	276.417	236.951	222.337	239.140	225.497	239.076	258.041	290.241	304.430	325.649	357.171	376.517	395.858	413.924	432.246	2016
ISR	Israel	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008. The System of National Accounts was revised in August 2013 in accordance with changes in the new System of National Accounts 2008. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2015 Chain-weighted: Yes, from 1995 Primary domestic currency: Israeli shekel Data last updated: 09/2017	0.122	0.289	0.657	1.697	8.379	31.309	48.647	62.274	77.351	94.330	117.104	150.163	181.047	209.415	254.336	302.164	350.950	395.732	440.733	485.131	539.589	549.711	573.602	577.757	607.065	639.333	686.046	734.144	774.436	815.635	873.466	936.134	992.110	1,056.119	1,103.485	1,162.530	1,220.331	1,262.234	1,310.442	1,369.282	1,436.436	1,508.857	1,584.987	2016
ISR	Israel	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	23.834	25.254	27.065	30.185	28.576	26.559	32.696	39.052	48.377	49.222	58.082	65.887	73.624	73.996	84.468	100.344	109.959	114.727	115.980	117.189	132.339	130.708	121.069	126.864	135.446	142.463	153.967	178.707	215.839	207.417	233.611	261.627	257.295	292.492	308.415	299.094	317.748	348.006	361.609	374.040	389.270	404.980	421.468	2016
ITA	Italy	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: ESA2010 GDP valuation: Gross domestic product, chained Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: Yes, from 1980 Primary domestic currency: Euro Data last updated: 09/2017	213.496	255.746	301.850	351.482	401.865	451.012	498.650	545.488	606.168	665.546	724.468	791.382	832.843	857.828	907.321	984.984	1,043.085	1,089.871	1,135.501	1,171.902	1,239.266	1,298.890	1,345.794	1,390.710	1,448.363	1,489.726	1,548.474	1,609.552	1,632.152	1,572.878	1,604.515	1,637.461	1,613.265	1,604.599	1,621.828	1,645.439	1,672.439	1,703.457	1,741.749	1,782.028	1,825.047	1,867.993	1,910.243	2016
ITA	Italy	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	483.592	438.534	433.428	449.739	444.306	458.982	650.037	815.836	903.851	939.875	1,173.063	1,239.527	1,314.814	1,057.442	1,090.596	1,171.510	1,309.315	1,240.578	1,268.032	1,250.203	1,145.109	1,163.316	1,270.994	1,572.653	1,800.756	1,855.834	1,944.339	2,206.109	2,402.062	2,190.700	2,129.021	2,278.376	2,073.971	2,131.157	2,155.153	1,825.820	1,850.735	1,921.139	2,048.987	2,105.936	2,160.203	2,203.330	2,243.527	2016
JAM	Jamaica	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2015 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007. Base year was changed from 2003 to 2007 for the Spring 2012 WEO round. Chain-weighted: No Primary domestic currency: Jamaica dollar Data last updated: 08/2017	4.565	5.015	5.758	7.102	9.239	11.261	13.030	14.696	17.514	21.046	33.577	51.847	99.548	137.613	182.927	230.932	261.533	285.918	309.303	331.705	371.341	406.374	451.799	519.331	596.214	670.556	752.960	885.632	997.440	1,065.331	1,152.737	1,240.327	1,313.729	1,431.098	1,541.719	1,667.193	1,753.005	1,861.236	2,001.092	2,165.754	2,348.260	2,546.781	2,760.123	2015
JAM	Jamaica	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	2.565	2.817	3.235	2.875	2.119	1.993	2.369	2.672	3.184	3.692	4.663	4.285	4.328	5.516	5.529	6.543	7.046	8.076	8.462	8.496	8.696	8.835	9.332	8.994	9.743	10.756	11.468	12.881	13.743	12.107	13.192	14.409	14.761	14.203	13.863	14.218	13.959	14.290	14.958	15.720	16.598	17.575	18.601	2015
JPN	Japan	Gross domestic product, current prices	National currency	Billions	Source: Cabinet Office of Japan via Haver database. Latest actual data: 2016 Notes: the recent revision didn?t go back pre-1994 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2011 Chain-weighted: Yes, from 1980 Primary domestic currency: Japanese yen Data last updated: 09/2017	247,269.600	265,707.200	279,383.400	290,754.800	308,345.400	331,142.700	347,222.000	360,911.400	387,906.000	417,945.400	450,225.300	478,791.600	491,301.900	494,651.600	501,537.700	512,541.800	525,806.900	534,142.500	527,876.900	519,651.800	526,706.000	523,005.000	515,986.200	515,400.800	520,965.500	524,132.900	526,879.700	531,688.300	520,715.800	489,501.100	500,354.000	491,408.500	494,957.200	503,175.500	513,698.000	530,156.900	537,060.800	544,157.603	552,447.149	562,655.852	571,419.485	580,385.752	590,206.495	2016
JPN	Japan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	1,090.541	1,205.093	1,122.182	1,224.235	1,298.221	1,388.519	2,061.000	2,495.962	3,027.461	3,029.947	3,110.140	3,558.957	3,879.480	4,448.949	4,907.582	5,450.805	4,834.019	4,415.715	4,034.448	4,546.050	4,887.301	4,304.758	4,115.197	4,447.378	4,815.772	4,755.980	4,530.475	4,515.264	5,037.910	5,231.384	5,700.099	6,157.460	6,203.213	5,155.716	4,848.733	4,379.868	4,936.543	4,884.489	5,063.129	5,205.299	5,279.771	5,374.131	5,482.005	2016
JOR	Jordan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 1994 Chain-weighted: No Primary domestic currency: Jordanian dinar Data last updated: 09/2017	1.165	1.449	1.650	1.787	1.910	1.971	2.241	2.287	2.350	2.426	2.761	2.958	3.650	3.884	4.358	4.715	4.912	5.138	5.610	5.778	5.999	6.363	6.794	7.229	8.091	8.925	10.675	12.131	15.593	16.912	18.762	20.477	21.965	23.852	25.437	26.637	27.445	28.705	30.170	31.759	33.497	35.365	37.336	2016
JOR	Jordan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	3.908	4.388	4.684	4.922	4.972	5.001	6.404	6.751	6.324	4.252	4.161	4.345	5.369	5.532	6.197	6.650	6.928	7.246	7.912	8.149	8.461	8.975	9.582	10.196	11.411	12.589	15.057	17.111	21.963	23.820	26.425	28.840	30.981	33.641	35.878	37.570	38.709	40.487	42.553	44.794	47.246	49.880	52.660	2016
KAZ	Kazakhstan	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 Notes: Data prior to 1996 cannot be confirmed by national sources at this time. National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices. Official GDP is calculated based on production, which does not match the total by expenditure?s components. Start/end months of reporting year: January/December Base year: 2007 Chain-weighted: Yes, from 1994 Primary domestic currency: Kazakhstani tenge Data last updated: 08/2015	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.435	29.881	423.469	1,014.190	1,415.750	1,672.143	1,733.264	2,016.456	2,599.902	3,250.593	3,776.277	4,611.975	5,870.134	7,590.600	10,213.700	12,849.794	16,052.900	17,007.647	21,815.517	28,243.053	31,015.187	35,999.025	39,675.833	40,884.134	45,732.110	51,698.572	56,371.164	61,143.646	66,253.972	72,267.804	79,246.292	2016
KAZ	Kazakhstan	Gross domestic product, current prices	U.S. dollars	Billions	See notes for:  Gross domestic product, current prices (National currency).	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2.875	5.152	11.648	16.594	20.893	22.130	21.624	16.870	18.292	22.153	24.637	30.834	43.152	57.125	81.003	104.850	133.441	115.309	148.047	192.626	207.999	236.635	221.416	184.388	133.668	156.189	170.306	184.724	200.163	218.332	239.415	2016
KEN	Kenya	Gross domestic product, current prices	National currency	Billions	Source: National Statistics Office Latest actual data: 2016 National accounts manual used: System of National Accounts (SNA) 2008 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2009 Chain-weighted: No Primary domestic currency: Kenya shillings Data last updated: 08/2017	74.940	86.061	100.034	112.748	126.675	143.715	168.542	187.369	209.588	241.127	278.502	316.352	364.415	456.434	528.106	614.267	774.788	866.478	950.119	1,009.409	1,076.846	1,142.022	1,162.623	1,275.433	1,430.193	1,586.739	1,862.041	2,151.349	2,483.058	2,863.688	3,169.301	3,725.918	4,261.370	4,745.142	5,402.408	6,260.644	7,158.692	8,142.154	9,141.720	10,269.039	11,479.482	12,837.515	14,355.275	2016
